polarity,id,date,query,user,text
4,2015462842,Wed Jun 03 04:43:50 PDT 2009,NO_QUERY,nicolenadal,Cannot wait for Sunday!! 
4,1826103441,Sun May 17 07:42:44 PDT 2009,NO_QUERY,JodieJudo_,watching Back To The Future 2 
0,1976386321,Sat May 30 17:12:51 PDT 2009,NO_QUERY,MickaMicka,i can't take me eyes of you 
4,1676194220,Fri May 01 21:20:57 PDT 2009,NO_QUERY,muffin_woman,video chatting with Andie 
4,2014159376,Wed Jun 03 00:38:18 PDT 2009,NO_QUERY,Sonioushka,@girltoy: &quot;BackInTheDay  @MonicaOnline &quot;Have a great day â« @jimmybradley @sonioushka @verawooten @Suse_ @Ga... â« http://blip.fm/~7jjup
4,1827339224,Sun May 17 10:30:11 PDT 2009,NO_QUERY,MaisieeJo,@MrHudson I LOVE YOU MR HUDSON  x
0,1989122747,Mon Jun 01 00:25:12 PDT 2009,NO_QUERY,Zachary_Grinter,@aShKeLLy87 u dont tweet about me. 
0,2188332093,Mon Jun 15 21:42:19 PDT 2009,NO_QUERY,M4rl,hmm.. wonder y i can't send msgs and can't call.. 
4,2016825090,Wed Jun 03 07:25:17 PDT 2009,NO_QUERY,MissRascal,@Tldonline I will I will! .. Don't rush your ASS OFF he! ;-) Keep it on you! :-p Veel plezier met repeteren.. 
4,1956310299,Thu May 28 21:36:29 PDT 2009,NO_QUERY,itsandreaa,"watching lindsay lohan getting her limbs cut off :/ i know who killed me is so weird. on the upside, tgif tomorrow "
0,2298549850,Tue Jun 23 11:49:05 PDT 2009,NO_QUERY,StorlieDawg,"@ShawnKing Feeling your pain and anger, my friend.  I pray to God Mr. Nelson doesn't &quot;accidentally&quot; meet up with you in a dark alley."
4,2001320219,Tue Jun 02 00:30:22 PDT 2009,NO_QUERY,qcevolution,@churrosavenger Very well said! 
4,2174807173,Sun Jun 14 23:21:43 PDT 2009,NO_QUERY,velmadaria,@iCONtips  Wasn't it? *swoon* 
4,1983709086,Sun May 31 13:40:53 PDT 2009,NO_QUERY,heysteph,Too many sports on again. Let's go Fierce! Mister Andretti is currently racing &amp; the Pens play at 5. 
4,1882833643,Fri May 22 07:33:49 PDT 2009,NO_QUERY,2Serenity,@blackmonalisa pinkberry is okay but it has a small after taste to me. I know though people love it. I prefer regular ICE CREAM 
0,2249932393,Fri Jun 19 23:19:26 PDT 2009,NO_QUERY,Shannini78,@Tyrese4ReaL you guys should have come to Melbourne for the premier 
0,2194229098,Tue Jun 16 09:30:53 PDT 2009,NO_QUERY,D_C_1,Lifeguard course is overbooked  have to wait ages to get on the next one..no job @ homebase either
4,1553924614,Sat Apr 18 15:35:11 PDT 2009,NO_QUERY,thecircuitdog,Digging &amp; turning up stones all day!! Good leads know more REAL soon! http://www.THECIRCUITDOG.com. FIRST in REAL news!! 
4,2053994606,Sat Jun 06 06:16:54 PDT 2009,NO_QUERY,duffbert,@kjbrown13 OK...  I feel better that you've recovered from yesterday then. 
0,2222752499,Thu Jun 18 07:23:58 PDT 2009,NO_QUERY,lexyyloves,@SecretSaturday were not allowed to take pics 
4,1836100560,Mon May 18 07:22:16 PDT 2009,NO_QUERY,SunshineBoat,"@MadameSoybean Makes me SO glad we got married how we did! No fuss, no muss, &amp; then onto living in our marriage! "
4,1974776629,Sat May 30 13:49:26 PDT 2009,NO_QUERY,xP_ablo,@jakobd muhaha. du hast echt pech. 
0,2186001545,Mon Jun 15 18:12:53 PDT 2009,NO_QUERY,ayaueda,It is raining outside... I hate when it rains...! 
0,2054636686,Sat Jun 06 07:46:47 PDT 2009,NO_QUERY,kksdabombdig,sick. my life sucks at the moment. had to skip the last day of school and worse the parties that follow them 
4,2014081298,Wed Jun 03 00:24:15 PDT 2009,NO_QUERY,wenny63,Another nite run today.  I'm so looking forward to it nowadays especially when there are newcomers expected 
0,2264848571,Sun Jun 21 05:06:47 PDT 2009,NO_QUERY,vonIrrwegen,"I'm very sad about this, happening in Theran -  http://bit.ly/2fZee8  with tears in my eyes "
0,2215130127,Wed Jun 17 17:43:03 PDT 2009,NO_QUERY,Gansiito,@Crivera_112 hahaha how mean!!! 
4,1981128850,Sun May 31 08:29:00 PDT 2009,NO_QUERY,trelllla,"watching twilight  i'm still not a fan of bella, only in the begining of twilight and the end of breaking dawn,Edward on the other hand..."
4,1827331101,Sun May 17 10:29:10 PDT 2009,NO_QUERY,C622,http://twitpic.com/5dck7 - Loving the score!  (4-0)
4,1985892979,Sun May 31 17:58:27 PDT 2009,NO_QUERY,geeugh,Brunch with my girls Lea &amp; Laurice..and bbq with the boys John and Roger..success. 
0,1688850187,Sun May 03 12:03:43 PDT 2009,NO_QUERY,tab_hale,I've yet to regain feeling in my right foot...  Might need tattoo or sushi to make myself feel better...
0,1976492531,Sat May 30 17:29:09 PDT 2009,NO_QUERY,Andjelija,@PITCHERPARK EWWW I hate it when they do that - poor things  lol
4,1822324636,Sat May 16 19:18:48 PDT 2009,NO_QUERY,il_bacio,@jordanknight http://twitpic.com/5aeud - Thanks so much for sharing 
0,2053844855,Sat Jun 06 05:52:22 PDT 2009,NO_QUERY,chizongo,"It's Saturday night, I am alone at mother-in-law's house ( she is already in bed, old Ryu is also. can't play SL with mini PC, either "
4,1573131646,Mon Apr 20 23:50:54 PDT 2009,NO_QUERY,barryroodt,@guymclaren thanks muchly 
0,2174899901,Sun Jun 14 23:34:58 PDT 2009,NO_QUERY,blahblahkyra,i want want to read read 'i kissed dating goodbye' 
0,1975840872,Sat May 30 16:01:01 PDT 2009,NO_QUERY,m1k3hf,wow Dodgers got shut out 
0,2246628048,Fri Jun 19 17:53:09 PDT 2009,NO_QUERY,emilang, MY STRAW BRACELET IS FINALLY BREAKING after not taking it off for 1 year  http://twitpic.com/7uuou
0,1469758735,Tue Apr 07 07:20:05 PDT 2009,NO_QUERY,ThaConnoisseur,"@sunmanpatu Thanks for the invite, but no bowling for me today. "
4,2179800234,Mon Jun 15 09:36:02 PDT 2009,NO_QUERY,Tomas57,"@justamoochin Girl, you have a standing invite.. anytime! Just get yourself here! "
4,1679731635,Sat May 02 10:02:58 PDT 2009,NO_QUERY,Purpledaizie,I plan on geting rid of the grass that decided to grow in my garden and will replace with random wildflowers &amp; might make some nice pics 
0,1754902753,Sun May 10 07:43:01 PDT 2009,NO_QUERY,briannashags,running errands and work at fouur 
0,2262288372,Sat Jun 20 22:13:35 PDT 2009,NO_QUERY,cedez,@ardasedd lmao... Ha ha ha ha I luv u! Yo imma visit u one of these days ...  caliiiiiii
0,2260082491,Sat Jun 20 18:38:28 PDT 2009,NO_QUERY,jessiee2,"@__Kizzle Not bad! I tried to comment you on utube and realized u don't have one anymore.  So, whatcha been up to?"
4,1995874815,Mon Jun 01 14:10:57 PDT 2009,NO_QUERY,EmeraldDenise, Love you guys! I'm going to work in a few. Know why I'm so happy? Cause I get to sleep tonight!
0,2262951546,Sat Jun 20 23:36:10 PDT 2009,NO_QUERY,billex,Now im doing 30 hrs 
0,2057565394,Sat Jun 06 13:14:27 PDT 2009,NO_QUERY,Melaina25,Never Been Kissed on E4; they were so mean to Josie Grossie in HS 
0,2245297777,Fri Jun 19 15:56:09 PDT 2009,NO_QUERY,jkrugs,My head feels like it has been run over by Optimus Prime!  
4,2064048957,Sun Jun 07 05:03:04 PDT 2009,NO_QUERY,EmmeBallew,@DonnieWahlberg http://twitpic.com/6tf1h - Was this designed @ Waffle House in ATL??  
0,2071138816,Sun Jun 07 18:54:01 PDT 2009,NO_QUERY,strawberry15,@smashedthehomie really? They just told u? Sorry 
0,2067659074,Sun Jun 07 12:44:04 PDT 2009,NO_QUERY,Tsuka_sa,"Stormy sunday night, I don't like it "
0,1835970620,Mon May 18 07:07:08 PDT 2009,NO_QUERY,lishaa26,In Boston!!!! Luv it here!!! Sucks its raining though! 
0,2057386537,Sat Jun 06 12:54:35 PDT 2009,NO_QUERY,FreyaLeeA1,"OMG the 1st show of Kendra in the UK is 14th June and so is my fav tweeter, Alan Carr - I will lose sleep over this - HELP!      Freya xx"
4,2180747367,Mon Jun 15 10:53:25 PDT 2009,NO_QUERY,kimteezeyyy,"Finally have the chance to watch DEGRASSI, I like it "
4,1996767694,Mon Jun 01 15:39:23 PDT 2009,NO_QUERY,lexie0000,yesterday was such a hot day but besides that i saw two of my really old friends that I grew up with it was great!!! 
4,1970604253,Sat May 30 04:31:47 PDT 2009,NO_QUERY,mam1cutie,@PixieTheDoxie @Ri_Guy @fuzzypigz @Dog_Crazy @TruckindogKarma Good morning everyone! 
0,2216317784,Wed Jun 17 19:19:31 PDT 2009,NO_QUERY,myeverydayhero,"if I play anymore sims, I am going esplode, though "
4,1881644323,Fri May 22 05:12:29 PDT 2009,NO_QUERY,johnsgunn,"@psawyer I recommend xylitol-based toothpaste and mouthwash, there are great benefits to your dental health, to keep everything healthy "
0,1996800403,Mon Jun 01 15:42:52 PDT 2009,NO_QUERY,Awesome_Steve,"Dear game site tweeters, don't spam all of your update tweets at once.  It's annoying that you just ate up 1/4 of my twitter page. "
0,1553521436,Sat Apr 18 14:29:32 PDT 2009,NO_QUERY,casthompson,... downloaded the new YouMail Blackberry App.  It won't download my old messages 
4,1971332404,Sat May 30 06:50:55 PDT 2009,NO_QUERY,lgryta,Its workout time. Let us all be happy today. 
0,2014130542,Wed Jun 03 00:32:58 PDT 2009,NO_QUERY,alsyourpal,Pooey. I will just have to wake early... 
4,1979334519,Sun May 31 02:36:03 PDT 2009,NO_QUERY,MummyPinkGinger,is waiting for mark to buy some bacon so we can have bacon and eggs and toast for breakfast. im HUNGRY!!!!! bring on the food 
0,2181532739,Mon Jun 15 11:57:27 PDT 2009,NO_QUERY,SetMeOff,im happy tonight but i have tummy pains  !! ahwell mum and dad r out have my McFly blasting and im singing very loud !!! woop !!!
4,1979599053,Sun May 31 03:44:29 PDT 2009,NO_QUERY,YvetteObeney,"@Mummyofmany your not following me @ the mo, but not sure you were anyway. I'm here if you want 2! "
0,2059099687,Sat Jun 06 16:14:46 PDT 2009,NO_QUERY,Quingyar,"Sooooooo sleepy, curse irregular sleep habits "
0,2322726918,Wed Jun 24 23:09:06 PDT 2009,NO_QUERY,emuulay," - Like I said, my back still fucking hurts and Iâm going to complain about it like no oneâs business.... http://tumblr.com/x6n25amd5"
0,2195868832,Tue Jun 16 11:42:48 PDT 2009,NO_QUERY,zozizz,graphic content  http://bit.ly/GxIVN  #iranelection
0,2067848709,Sun Jun 07 13:03:56 PDT 2009,NO_QUERY,bjenna,@RosevilleRockLn Oh my!  That sounds soooo painful 
4,1956529549,Thu May 28 22:04:40 PDT 2009,NO_QUERY,Jenehhh,GREASE on VH1! 
4,1882143602,Fri May 22 06:19:05 PDT 2009,NO_QUERY,sofiesunshine,In town  found nikki and lucie. And i've gone and bought shoes with money i have for this weekend.... Hope i can get by with ï¿½22!
4,2060546736,Sat Jun 06 19:06:30 PDT 2009,NO_QUERY,moses,"infographics can be cool, ad this one is one of my favs   http://bit.ly/aRNcr if you need more:  http://bit.ly/150iuP"
4,2012651788,Tue Jun 02 21:02:22 PDT 2009,NO_QUERY,apedrinha,@jajaa doctor happiness 
4,1983050300,Sun May 31 12:24:29 PDT 2009,NO_QUERY,kearneykd,@coollike Saw you on @bobbylew's Carpool so finally got round to checking out your stuff on YouTube and really liked it 
0,2070888422,Sun Jun 07 18:28:20 PDT 2009,NO_QUERY,eloisehaunts,Didn't go to my nephew's b-day party today  Very sore and dizzy lately. 5 weeks to go...
4,1678360555,Sat May 02 06:27:18 PDT 2009,NO_QUERY,libbyssuperman,"Going out to breakfast with melissa this morning, then i am going to mow the grass! Then after that i am going to a wedding! Fun Fun "
4,2176587752,Mon Jun 15 04:15:51 PDT 2009,NO_QUERY,dercraZed,@graphixdesign some was hard 
4,2054113135,Sat Jun 06 06:35:24 PDT 2009,NO_QUERY,Mr_Markk,@rbonini LOL    get a cover?
4,1957542816,Fri May 29 00:49:57 PDT 2009,NO_QUERY,elangjordan,"ehem, good afternoon everyone "
4,1692257362,Sun May 03 19:36:32 PDT 2009,NO_QUERY,MissXu,"@pdenlinger wait, this IS a chinese breakfast! "
4,1964956330,Fri May 29 15:05:17 PDT 2009,NO_QUERY,mrdupree,I am showing one of my pastors how to use 12seconds.tv for video announcements.  Excuse the tshirt! 
0,1971028344,Sat May 30 06:00:19 PDT 2009,NO_QUERY,annamams,wine country hot air balloon ride cancelled again (4th time!) due to foggy weather 
0,2065482323,Sun Jun 07 08:41:13 PDT 2009,NO_QUERY,Elaine_Chow,Just served twleve hours at the office on a Sunday. Will be in early tomorrow. 
4,2185332781,Mon Jun 15 17:13:28 PDT 2009,NO_QUERY,iJujuBaba,Watching the WWE 3 for all . Text it 
4,2014734888,Wed Jun 03 02:30:46 PDT 2009,NO_QUERY,heyheytakeaway,"@kanjikebin you look like a mutt, just like the rest of us! "
4,1989603293,Mon Jun 01 02:08:29 PDT 2009,NO_QUERY,hoppimike,www.votematch.co.uk  that's cool! But be careful to never base decisions on one source 
0,2000090422,Mon Jun 01 21:23:30 PDT 2009,NO_QUERY,lienette,"@MikeyMcFly no, i'll be outta town  you?"
4,1793959641,Thu May 14 04:32:29 PDT 2009,NO_QUERY,nadiaishere,Still cant get enough of Beat Freaks performance at Jimmy Fallon! 
4,2054732795,Sat Jun 06 07:58:43 PDT 2009,NO_QUERY,MythycFangs,"Points2shop is the best GPT site there is http://bit.ly/4wTFW, get people to sign up with your ref link and you can make easy money "
4,2182047784,Mon Jun 15 12:39:01 PDT 2009,NO_QUERY,30stmownyersoul,@mcrispimp lol ohkay (:. another video you must see is called 'scarlet takes a tumble' - that's HILARIOUS! 
0,1556395137,Sat Apr 18 22:40:21 PDT 2009,NO_QUERY,VivaLaVics,Guh! SOUNDERS!!!!!!!!! Cant do it without Keller.  I bought some Blue Rams today! Yay! New fishes!
0,2259901806,Sat Jun 20 18:20:53 PDT 2009,NO_QUERY,stinaperez,Chillen w. The BFF... Nothing to do on a sat night?! Rain sucks 
0,2323673079,Thu Jun 25 01:12:04 PDT 2009,NO_QUERY,maramala,"Oh nuts, newly washed clothes haven't dried out yet.  I'll be sleeping in the clothes I'm wearing right now tonight.  "
0,1972473892,Sat May 30 09:17:35 PDT 2009,NO_QUERY,vacant_heart,preparing to claim my first victim on #spymaster. but no one's level 1. 
4,2016577023,Wed Jun 03 07:00:57 PDT 2009,NO_QUERY,crystalwithasee,@hesofamous good morning luv. 
0,2243247647,Fri Jun 19 13:12:31 PDT 2009,NO_QUERY,kayleighmallon,goin out with ma little bro SUCKS  &gt;
4,2066082180,Sun Jun 07 09:51:16 PDT 2009,NO_QUERY,SackPackies,"@RussoFans aww, thank you "
0,1881329445,Fri May 22 04:20:23 PDT 2009,NO_QUERY,Ami_Mimi_Ka,trying not tob love or hate ... possible??? i pray so 
4,2189003140,Mon Jun 15 23:01:40 PDT 2009,NO_QUERY,Phxangel,Waiting for Donny's new site to be completed.  Am very excited to see it!  
0,1936090333,Wed May 27 07:26:16 PDT 2009,NO_QUERY,inlovewithKU,"FIGURES as soon as we get to the part here we have to get out of the car, Once in a Lifetime comes on. I KNEW THAT WAS GONNA HAPPEN! "
4,1828074586,Sun May 17 12:02:10 PDT 2009,NO_QUERY,angeange,@Michilais topi!!! u're back!! 
0,1687427806,Sun May 03 08:40:14 PDT 2009,NO_QUERY,Graeme_Skinner,Searching for a smoke machine that does not cost the Earth 
0,1824576922,Sun May 17 01:59:42 PDT 2009,NO_QUERY,funkyfairy24,"@monabarry it was! Lol. Jordan was big, hehehehe. Jon was stumpy  And Donnie, the tease, put his in between his legs, smiling at the cam!"
4,2063071914,Sun Jun 07 01:16:07 PDT 2009,NO_QUERY,branden3112,@brandonscott I have 180 followers now! 
0,1981653307,Sun May 31 09:36:38 PDT 2009,NO_QUERY,Bonny,@JPhilipson Oh noes! Now you have to ride one-armed and get really buff only in one shoulder! Hope the pain digresses. 
4,2178643485,Mon Jun 15 08:00:09 PDT 2009,NO_QUERY,networkingfrnd,The reason's why I use TweetLater...  http://bit.ly/uJD5u
0,2205440468,Wed Jun 17 04:44:43 PDT 2009,NO_QUERY,feeshda,"@gemcruz sa friday, i have class  why?"
4,2179825109,Mon Jun 15 09:38:08 PDT 2009,NO_QUERY,moosehound,Rockband song of the moment - Cranberries : Linger . Not sure why tho 
0,1827732896,Sun May 17 11:19:55 PDT 2009,NO_QUERY,belfastblonde,@SUGARVampChick but they still charge for pic messages damn them 
0,2191419576,Tue Jun 16 05:14:11 PDT 2009,NO_QUERY,thumbs88,@pocketnow now just sms since my q9h failed last night 
4,1679040659,Sat May 02 08:23:16 PDT 2009,NO_QUERY,KenBuch,Ordered the Green Eggs &amp; Ham. Just call me Dr. Suess 
4,1961592156,Fri May 29 09:44:31 PDT 2009,NO_QUERY,africamiranda,@TracyReneeJones awww thank u!! Big hair is the best 
0,2227791285,Thu Jun 18 13:38:17 PDT 2009,NO_QUERY,bunjies,@elixireleven We're gonan eat on the south shore  Dan offered to go eat though; so he probably still wants.  I finish work @ 5
0,1468448295,Tue Apr 07 01:43:58 PDT 2009,NO_QUERY,infinitydefines,last time i watched this movie it had this huge epiphinal line that was exactly what i needed. now that i need it again i can't find it. 
0,1677115512,Sat May 02 00:31:29 PDT 2009,NO_QUERY,kayte64,Woah. Guess Swine Flu has become a worldwide thing. 
0,1574027106,Tue Apr 21 03:57:06 PDT 2009,NO_QUERY,cathydavis,@thewestiecrew @maryrsnyder @thereisaseason @franthomas All is well. Memphis was good. McShane hanging in there. Missing hubby  BB soon!
0,1880021801,Thu May 21 23:51:23 PDT 2009,NO_QUERY,bisingbising,They stole and dissected my artwork from 2006 and used it on their header http://tinyurl.com/stol3n 
4,2191983141,Tue Jun 16 06:18:39 PDT 2009,NO_QUERY,natasharamsey,"@ HealerAvalaura: Good Morning! I fear I'm a Reiki Virgin as well  do your healing thing, lady."
0,2238406589,Fri Jun 19 07:14:21 PDT 2009,NO_QUERY,nataliemccallum,Gutted about leighton meesters sex tape! She was my fave actor aswel!  @itskeleighton
4,2191600166,Tue Jun 16 05:36:31 PDT 2009,NO_QUERY,CaroMcFly,"Jonas Brothers - Lines, Vines and Trying Times, hope it'll work this time "
0,2203009253,Tue Jun 16 22:50:39 PDT 2009,NO_QUERY,WrecksGirl,@gellengail I didn't get any email from school yet. Y is it that I can't be in your group all d time. 
0,2256150367,Sat Jun 20 12:20:13 PDT 2009,NO_QUERY,CrisSohier,Ran 10 kilometers. In 58 minutes. Now my legs hurt. Badly. 
4,2018227858,Wed Jun 03 09:38:17 PDT 2009,NO_QUERY,ISHOTHOLLYWOOD,@AnouskaKersten: Taylor Swift - Raindrops on my Guitar.. Right? 
0,2252603969,Sat Jun 20 06:37:22 PDT 2009,NO_QUERY,angelcakes1013,On my way to the dentists ugh and i dont have aaliyah.... aww i miss my baby 
4,2190606710,Tue Jun 16 03:12:46 PDT 2009,NO_QUERY,sbbowden,"back to a routine schedule, except for sleep "
4,1469130937,Tue Apr 07 05:19:27 PDT 2009,NO_QUERY,KarenTweet,"@guykawasaki ah yes I remember now, I thought as much. "
4,2003955437,Tue Jun 02 07:25:47 PDT 2009,NO_QUERY,ramdomthoughts,@Charlotteis Oh right - thanks  Nah - I've not even started yet LOL 
0,2263841110,Sun Jun 21 01:58:20 PDT 2009,NO_QUERY,Mo_Shell,... how the fuck does a valet lose one key off your chain?!?! wsoat stupid ilounge 
4,2065715393,Sun Jun 07 09:08:59 PDT 2009,NO_QUERY,Nic0pic0,@dannygokey have good time there Danny  and please give Anoop some tips so he can be as interesting as you in tweeting. You rock Danny!
0,1972905879,Sat May 30 10:06:29 PDT 2009,NO_QUERY,mcbeach,"just got to work, where I was reminded that my favorite resident is moving  Looks like I'll be driving to Quitman once a month now..."
0,2245246056,Fri Jun 19 15:51:45 PDT 2009,NO_QUERY,ylin0621,@mint910 write my reviews ;___; I have like 3 to do. poking at 2 mini-reviews as well 
4,2190150082,Tue Jun 16 01:54:46 PDT 2009,NO_QUERY,MariahFarrow,"soooo I'm at a loss. things are confusing yet, not entirely horrible "
0,2253521882,Sat Jun 20 08:18:36 PDT 2009,NO_QUERY,j2wade,@llaras Lots of staring at blank screen. 
4,2191810467,Tue Jun 16 06:00:41 PDT 2009,NO_QUERY,PhilHoken,@AshleighKemp haha.. Oops... It's always an open invite 4 u ash!  u shoulda come!
0,2185952095,Mon Jun 15 18:08:34 PDT 2009,NO_QUERY,RainSe7en,@Jaquesk3 ah because he believes people don't want to hear him sing   So I'm wishing Walt Disney will sell out but there are still tixs 
4,1676029927,Fri May 01 20:55:12 PDT 2009,NO_QUERY,CaroleKerker,We are in challenging times. Warren Buffet said recently that the best investment is IN YOURSELF!  Step up...don't be afraid!!! 
4,1573894872,Tue Apr 21 03:21:43 PDT 2009,NO_QUERY,jaderoberts91,"Home now and the sun is shining, happy happy days "
0,1968162703,Fri May 29 20:52:55 PDT 2009,NO_QUERY,Olyamariee,"ima miss you babe, LOTS "
4,1998717200,Mon Jun 01 19:00:39 PDT 2009,NO_QUERY,dashalogan,@agnesjames And look! No hang over! 
0,2216110663,Wed Jun 17 19:03:09 PDT 2009,NO_QUERY,mirnaddiaz,Ugh..167 Queen Anne Rd 
4,1882062609,Fri May 22 06:09:20 PDT 2009,NO_QUERY,sarahverdone,Mother: gone  Party: on   
4,2176182767,Mon Jun 15 03:09:06 PDT 2009,NO_QUERY,CateP36,hey @webaddict you still around or did everyone crash while I cooked dinner?? 
4,1794999545,Thu May 14 06:58:15 PDT 2009,NO_QUERY,bioele,"1 down, 4 to go... summer's almost here "
0,2017425376,Wed Jun 03 08:22:13 PDT 2009,NO_QUERY,XxBeccaxX,@mileycyrus you coming to Ireland? I cant see the dates on my phone 
4,2175159944,Mon Jun 15 00:14:20 PDT 2009,NO_QUERY,geekgrrl,@girlygeekdom So so happy you found your kitty!  Glad she's okay!
0,1986193307,Sun May 31 18:28:13 PDT 2009,NO_QUERY,JenniDunnreed,"@mistresskitten Thanks, cyber hugs to you too. Sometimes the &quot;family&quot; you choose is the best-and the hardest to loose  been there too "
0,1963951434,Fri May 29 13:29:56 PDT 2009,NO_QUERY,vicomtesse,"@wolulcmit @dubow just finished mine, some parts were remarkably difficult  cramming kanji now!"
0,1995531291,Mon Jun 01 13:38:24 PDT 2009,NO_QUERY,queenofsheba1,"@S_sS yeah lunch defo next week, still on packed lunches at the mo  ...hopefully the weather remains sunny"
0,2252369658,Sat Jun 20 06:06:53 PDT 2009,NO_QUERY,C_Joy,@makefate LOL We tried that the last trip out - I was sick w/exhaustion by the time we arrived 
0,1693984211,Mon May 04 00:34:12 PDT 2009,NO_QUERY,ReginaPuno,@alisabetita My internet's been sucky too. 
0,1974638882,Sat May 30 13:32:37 PDT 2009,NO_QUERY,anni47,"@InEgoVeritas  good site getting acquainted with it, can't add them to my foxy tunes yet "
4,2001724010,Tue Jun 02 01:51:14 PDT 2009,NO_QUERY,amandabaybee09,@Mithx yes  ? what is the chasers on? omg im having flashbacks of when i met them with lauren gabby and brindogg ahaha good times ;) xx
4,1978955964,Sun May 31 01:04:12 PDT 2009,NO_QUERY,ramerica,at the beach 
4,1834012079,Mon May 18 01:17:25 PDT 2009,NO_QUERY,ixs02,@FreeHearted hey freehearted.  - it was dope til 8am when the sun came up. hope your having a nice quiet night! ofa atu
0,2267100112,Sun Jun 21 09:37:32 PDT 2009,NO_QUERY,peteralevy,"This seems a really good web based photo editing tool  from Adobe, no layers though   http://bit.ly/o2f4l"
4,1989266782,Mon Jun 01 00:55:46 PDT 2009,NO_QUERY,danwellman,"@egillhardar just go to the site and click the join button  it says private members only, but it should just let you in"
0,2007756475,Tue Jun 02 13:06:23 PDT 2009,NO_QUERY,Meghan_H,I think i'm getting an ear infection 
0,1975517267,Sat May 30 15:19:34 PDT 2009,NO_QUERY,AmbersTWISTED,@jordanknight heh... you should be in tampa...     missing you much!
4,1971605881,Sat May 30 07:29:15 PDT 2009,NO_QUERY,BeckyHenries,Off to MGM Grand at Foxwood for a night of gambling and drinks with my family 
0,1882157110,Fri May 22 06:20:38 PDT 2009,NO_QUERY,carlawaye,haha need a fake I.D as I'm not legal in the states yet 
4,2048180438,Fri Jun 05 14:47:18 PDT 2009,NO_QUERY,Katieforsale,Doing some research on schools in L.A.  I'm stoked!
4,2052685379,Sat Jun 06 01:37:36 PDT 2009,NO_QUERY,eastasian88,"@zeashanashraf yea, i'm not a big hip-hop fan either,, just lovin what's good "
4,1753450654,Sun May 10 01:42:01 PDT 2009,NO_QUERY,loltothepower,No credit left on my mobile sorry Brit! *pounces back* Thanksss Tania for the EPIC photoshoot 
4,1994295201,Mon Jun 01 11:42:56 PDT 2009,NO_QUERY,Avril4everr,go to sleep now 
0,2202188312,Tue Jun 16 21:22:53 PDT 2009,NO_QUERY,abbeyneal,trying to find everyone 
0,2266839508,Sun Jun 21 09:11:09 PDT 2009,NO_QUERY,anaiglesias,is working 
4,1998331793,Mon Jun 01 18:22:29 PDT 2009,NO_QUERY,chamcircuit,@ashchan6 aww that's sweet! I hope you like it 
0,2251042125,Sat Jun 20 02:15:21 PDT 2009,NO_QUERY,Insectavora,5:15am eastern standard time... still drowning my sorrows in Malibu Rum and Pineapple Jooos 
4,1979459845,Sun May 31 03:08:25 PDT 2009,NO_QUERY,CleoCatastrophe,@anticlimatic Devy! Omfggg! I FINISHED! 
4,2045340414,Fri Jun 05 10:35:07 PDT 2009,NO_QUERY,peggyrossmanith,And the ultimate #followfriday mention goes to @GovernorPerry for being governor of a great state and for being quite pretty 
0,2051728897,Fri Jun 05 22:39:54 PDT 2009,NO_QUERY,natwebb,"offf to clean rom, rents goign out at 6, gotta stay with baby adam, hes sick and moody nd doesnt like me today "
4,1971941049,Sat May 30 08:13:27 PDT 2009,NO_QUERY,ohiosweetie81,@natflatt Aw thats awesome glad you had fun  wish I coulda been there gonna try to come to Columbus tomorrow though  at WNCI right?
4,2002420661,Tue Jun 02 04:09:44 PDT 2009,NO_QUERY,rhidown,"holy goodness, ive got 10 more followers in the past day  tweet me if your new cuties."
4,2006654481,Tue Jun 02 11:29:12 PDT 2009,NO_QUERY,Looyda,God is good...  ... [math class then break then film] and @ur1nonlisarah.. tuna sandwiches is wakatelas! lol
4,2180954911,Mon Jun 15 11:10:06 PDT 2009,NO_QUERY,tweeteradder5,@baby_licy Get 100 followers a day using www.tweeterfollow.com Once you add everyone you are on the train or pay vip 
0,1997638850,Mon Jun 01 17:11:57 PDT 2009,NO_QUERY,natnatis,Just got home from the dentist. Ugh I hate going there..my cheek and tongue (yes my tongue) is all numb 
0,2260079988,Sat Jun 20 18:38:13 PDT 2009,NO_QUERY,TashRena,@riccarache noooooooo... You can't leave me 
4,1827943586,Sun May 17 11:46:09 PDT 2009,NO_QUERY,nikki15forrest,"just tooling around my house as usual, seeing a movie tonight with the girls "
0,2257250833,Sat Jun 20 14:02:19 PDT 2009,NO_QUERY,Concept123109,@ChitownNelly whats up! thanks for the follow...chi city is my home away from home! im gonna miss the taste this year 
0,1835693535,Mon May 18 06:33:13 PDT 2009,NO_QUERY,arthur01022,It's so hot here!!! 82F !!!!!!! 
0,2060939973,Sat Jun 06 19:52:21 PDT 2009,NO_QUERY,lostkiwi,@SpideyMonkey I don't even get a mention? [sigh] Thats what I get for leavin early 
4,1991478546,Mon Jun 01 07:06:43 PDT 2009,NO_QUERY,goess,"[RELEASE] (DVD) Bigeast 3rd Fanclub Event - Extra Movie [ http://tinyurl.com/nfxjh2 ] Enjoy, everyone! "
4,1992190392,Mon Jun 01 08:21:04 PDT 2009,NO_QUERY,jenniehenders,@rachelpattinson Take that  omg ! My mam is making me wear a hat because of my sunburn. I'm going to look like a prick. x
4,2015183769,Wed Jun 03 03:57:11 PDT 2009,NO_QUERY,weelissa,"@chrismou Don't worry, I won't tell him that you're slack "
